objectid,sat_code,WOONPLAATSNAAM,DATUM_PLAATSING,DATUM_INGEBRUIKNAME,HOOFDSOORT,GEMNAAM,X,Y,POSTCODE,ID
"7937972",5G NR,Eindhoven,2020/03/27,2020/04/10,5G NR,Eindhoven,160589,385894,5622JS,2867362899
"7937973",5G NR,Helmond,2020/06/02,2020/06/16,5G NR,Helmond,172601,385941,5706VS,8976272961
"7937974",5G NR,Nuenen,2020/08/07,2020/08/21,5G NR,Nuenen c.a.,167520,385970,5673TC,5576576801
"7937975",5G NR,Eindhoven,2020/03/25,2020/04/08,5G NR,Eindhoven,161827,386023,5623HP,78987784
"7937976",5G NR,Helmond,2020/03/25,2020/04/08,5G NR,Helmond,176100,386155,5705DM,6086561167
"7937977",5G NR,Oost-Souburg,2020/04/01,2020/04/15,5G NR,Vlissingen,31649,387769,4388LJ,8040816639
"7937978",5G NR,Deurne,2021/01/13,2021/01/27,5G NR,Deurne,184322,386369,5754DV,2675238801
"7937979",5G NR,Zundert,2020/04/01,2020/04/15,5G NR,Zundert,104307,386577,4881EW,1345241795
"7937424",5G NR,Drachten,2020/05/13,2020/05/27,5G NR,Smallingerland,203038,570753,9201KK,826719705
"7937425",5G NR,Drachten,2020/06/27,2020/07/11,5G NR,Smallingerland,201197,570743,9206BA,9490879499
"7937426",5G NR,Mantgum,2021/06/12,2021/06/26,5G NR,Littenseradiel,177086,570994,9022AV,8892792396
"7937427",5G NR,Eernewoude,2020/06/18,2020/07/02,5G NR,Tytsjerksteradiel,192082,571251,9264TP,2143594689
"7937428",5G NR,De Punt,2021/07/29,2021/08/12,5G NR,Tynaarlo,236984,571824,9493TD,8885124383
"7937429",5G NR,Wirdum,2020/03/25,2020/04/08,5G NR,Leeuwarden,182922,571464,9088CC,9528204418
"7937430",5G NR,Muntendam,2020/04/16,2020/04/30,5G NR,Menterwolde,254441,572521,9649JS,2136718536
"7937431",5G NR,Roden,2020/03/25,2020/04/08,5G NR,Noordenveld,223748,572418,9301WK,4447437272
"7937432",5G NR,Marum,2020/03/25,2020/04/08,5G NR,Marum,209392,572369,9363VH,7803197434
"7937433",5G NR,Winschoten,2020/05/22,2020/06/05,5G NR,Oldambt,266102,573506,9672AC,401597377
"7937434",5G NR,Eelde,2020/05/02,2020/05/16,5G NR,Tynaarlo,234200,573250,9761AD,9768713748
"7937435",5G NR,Meeden,2020/05/26,2020/06/09,5G NR,Menterwolde,258282,573866,9651BJ,4122140198
"7937436",5G NR,Glimmen,2021/01/09,2021/01/23,5G NR,Haren,238355,573690,9756TJ,3563807767
"7937437",5G NR,Winschoten,2020/05/13,2020/05/27,5G NR,Oldambt,263720,574274,9674EB,4392048529
"7937438",5G NR,Peize,2021/10/28,2021/11/11,5G NR,Noordenveld,228562,573626,9321XB,6410697309
"7937439",5G NR,Roden,2020/03/25,2020/04/08,5G NR,Noordenveld,225238,573625,9301LL,3122183726
"7938832",5G NR,Amsterdam,2020/04/25,2020/05/09,5G NR,Amsterdam,120700,485625,1071DJ,6929039279
"7938833",5G NR,Almelo,2020/04/01,2020/04/15,5G NR,Almelo,241485,486275,7607GD,9647370798
"7938834",5G NR,Almere,2020/04/02,2020/04/16,5G NR,Almere,141100,485543,1321GZ,2208560073
"7938835",5G NR,Amsterdam,2020/03/25,2020/04/08,5G NR,Amsterdam,121290,485650,1072AE,7912575324
"7938836",5G NR,Harderwijk,2021/01/23,2021/02/06,5G NR,Harderwijk,172275,485690,3846AV,1384384529
"7938837",5G NR,Amsterdam,2020/03/20,2020/04/03,5G NR,Amsterdam,117719,485819,1062CK,4376290867
"7938838",5G NR,Nijverdal,2021/01/21,2021/02/04,5G NR,Hellendoorn,229493,486274,7442EZ,5345977588
"7938839",5G NR,Amsterdam,2020/03/25,2020/04/08,5G NR,Amsterdam,122459,485882,1091DC,9232554636
"7938840",5G NR,Beuningen,2021/07/01,2021/07/15,5G NR,Losser,263897,486996,7588PV,1813542161
"7938841",5G NR,Amsterdam,2020/04/02,2020/04/16,5G NR,Amsterdam,124086,485919,1094ET,5147231311
"7938842",5G NR,Almere,2020/04/02,2020/04/16,5G NR,Almere,146738,485830,1327CJ,5959692945
"7938843",5G NR,Almelo,2020/05/28,2020/06/11,5G NR,Almelo,239528,486615,7604BL,1783836576
"7938844",5G NR,Amsterdam,2020/04/02,2020/04/16,5G NR,Amsterdam,122350,486025,1018EX,8705970587
"7938845",5G NR,Amsterdam,2020/03/25,2020/04/08,5G NR,Amsterdam,120937,486040,1017RZ,4924595178
"7937980",5G NR,Horst,2020/07/02,2020/07/16,5G NR,Horst aan de Maas,201425,386553,5961NM,7266545668
"7937981",5G NR,Vlissingen,2020/05/02,2020/05/16,5G NR,Vlissingen,27978,388035,4384NM,7388185443
"7937982",5G NR,Ritthem,2020/04/01,2020/04/15,5G NR,Vlissingen,36762,387880,4389PC,2434268125
"7937983",5G NR,Nuenen,2020/05/02,2020/05/16,5G NR,Nuenen c.a.,165188,386518,5674CC,6298286064
"7937984",5G NR,Heinkenszand,2020/06/20,2020/07/04,5G NR,Borsele,45996,387689,4451AC,1264388940
"7937985",5G NR,Eindhoven,2020/03/25,2020/04/08,5G NR,Eindhoven,156472,386552,5651GK,2558114848
"7937986",5G NR,Kapelle,2021/10/02,2021/10/16,5G NR,Kapelle,57015,387508,4421PV,846155086
"7937987",5G NR,Deurne,2020/06/16,2020/06/30,5G NR,Deurne,183005,386650,5751CB,571451830
"7937988",5G NR,Helmond,2020/05/12,2020/05/26,5G NR,Helmond,174750,386640,5705CT,1246900859
"7937989",5G NR,Deurne,2021/08/14,2021/08/28,5G NR,Deurne,179904,386714,5751PA,8594336896
"7937990",5G NR,Varsseveld,2021/01/06,2021/01/20,5G NR,Oude IJsselstreek,228472,440136,7051DT,5584972850
"7937991",5G NR,Duiven,2020/05/13,2020/05/27,5G NR,Duiven,197857,439848,6921WZ,2798744656
"7937992",5G NR,Rotterdam,2020/08/06,2020/08/20,5G NR,Rotterdam,97100,440000,3067SP,5674459253
"7937993",5G NR,Maasvlakte Rotterdam,2020/04/02,2020/04/16,5G NR,Rotterdam,64615,440546,3199LB,1668695747
"7937994",5G NR,Rotterdam,2020/11/06,2020/11/20,5G NR,Rotterdam,92705,440161,3051HS,4270311217
"7937995",5G NR,Huissen,2020/07/09,2020/07/23,5G NR,Lingewaard,192148,439939,6852GJ,616348419
"7937996",5G NR,Westervoort,2020/07/30,2020/08/13,5G NR,Westervoort,195457,439975,6932JS,524038280
"7937997",5G NR,Duiven,2020/04/25,2020/05/09,5G NR,Duiven,198867,440089,6921ER,5085371999
"7937998",5G NR,Rotterdam,2020/02/06,2020/02/20,5G NR,Rotterdam,97729,440265,3067JW,9630629838
"7937999",5G NR,Beusichem,2020/06/25,2020/07/09,5G NR,Buren,147700,439970,4112NG,3223746174
"7938000",5G NR,Doetinchem,2021/10/23,2021/11/06,5G NR,Doetinchem,220716,440513,7004HE,9334606102
"7938001",5G NR,Schoonhoven,2020/07/02,2020/07/16,5G NR,Schoonhoven,119317,440229,2871NJ,6692822826
"7938002",5G NR,Capelle aan den IJssel,2020/04/01,2020/04/15,5G NR,Capelle aan den IJssel,99590,440460,2907GH,8730823237
"7938003",5G NR,Culemborg,2020/04/25,2020/05/09,5G NR,Culemborg,141993,440209,4105LE,4911146070
"7938004",5G NR,Maasdijk,2020/03/25,2020/04/08,5G NR,Westland,75570,440840,2676LG,6441504675
"7938005",5G NR,Schoonhoven,2020/05/23,2020/06/06,5G NR,Schoonhoven,117822,440349,2871GS,9269012520
"7938006",5G NR,Rotterdam,2020/02/06,2020/02/20,5G NR,Rotterdam,98334,440540,3067GK,6189015387
"7938007",5G NR,Europoort Rotterdam,2020/07/04,2020/07/18,5G NR,Rotterdam,68100,441030,3198LC,6352448163
"7938008",5G NR,Culemborg,2020/04/01,2020/04/15,5G NR,Culemborg,143829,440366,4101XC,3065223688
"7938009",5G NR,Arnhem,2020/08/27,2020/09/10,5G NR,Arnhem,189208,440472,6831AJ,3083017839
"7938010",5G NR,Arnhem,2020/06/16,2020/06/30,5G NR,Arnhem,189200,440500,6831AJ,8458084194
"7938011",5G NR,Rotterdam,2021/07/03,2021/07/17,5G NR,Rotterdam,97496,440737,3068PP,6488224175
"7938012",5G NR,Heteren,2020/03/25,2020/04/08,5G NR,Overbetuwe,180475,440530,6666LD,2826309057
"7938013",5G NR,Arnhem,2020/06/16,2020/06/30,5G NR,Arnhem,188319,440629,6842CT,3078863114
"7938014",5G NR,Doetinchem,2020/04/02,2020/04/16,5G NR,Doetinchem,217342,440918,7005AP,7644532101
"7938015",5G NR,Arnhem,2020/08/07,2020/08/21,5G NR,Arnhem,185821,440654,6846EA,7584742195
"7938016",5G NR,Culemborg,2020/04/02,2020/04/16,5G NR,Culemborg,145203,440617,4102JB,1224988010
"7938017",5G NR,Rotterdam,2020/04/01,2020/04/15,5G NR,Rotterdam,91850,441100,3053BH,9616296394
"7938018",5G NR,Capelle aan den Ijssel,2020/04/02,2020/04/16,5G NR,Capelle aan den IJssel,99851,441011,2908CC,5363872648
"7938019",5G NR,Capelle aan den IJssel,2020/05/15,2020/05/29,5G NR,Zuidplas,100687,441011,2911CA,7880634726
"7938020",5G NR,Ameide,2020/06/05,2020/06/19,5G NR,Zederik,125821,440869,4233EX,1377223605
"7938021",5G NR,Capelle aan den IJssel,2020/05/02,2020/05/16,5G NR,Capelle aan den IJssel,99100,441130,2908LW,7385200616
"7938022",5G NR,Arnhem,2020/04/02,2020/04/16,5G NR,Arnhem,190031,440951,6835MK,9128538810
"7938023",5G NR,Doetinchem,2020/04/02,2020/04/16,5G NR,Doetinchem,218506,441233,7004GN,354442236
"7938024",5G NR,Rotterdam,2020/05/13,2020/05/27,5G NR,Rotterdam,87139,441374,3046ND,1050908443
"7938025",5G NR,Arnhem,2020/05/02,2020/05/16,5G NR,Arnhem,187347,441022,6843HZ,7990681979
"7938026",5G NR,Westervoort,2020/03/27,2020/04/10,5G NR,Westervoort,195060,441090,6931HC,112203733
"7938027",5G NR,Doetichem,2020/06/11,2020/06/25,5G NR,Doetinchem,214408,441294,7007HK,5350128080
"7938028",5G NR,Arnhem,2020/11/06,2020/11/20,5G NR,Arnhem,190700,441074,6835ED,1231626329
"7938029",5G NR,Wehl,2021/01/05,2021/01/19,5G NR,Doetinchem,211776,441294,7031BA,4847366932
"7938030",5G NR,Rhenen,2020/04/02,2020/04/16,5G NR,Rhenen,167201,441083,3911LA,7400063797
"7938031",5G NR,Maasdijk,2020/05/02,2020/05/16,5G NR,Westland,74678,441718,2676VP,1980367387
"7938032",5G NR,Rotterdam,2020/02/07,2020/02/21,5G NR,Rotterdam,91759,441482,3053CD,5945965908
"7938033",5G NR,Rotterdam,2020/04/02,2020/04/16,5G NR,Rotterdam,96638,441424,3068JC,9417151010
"7938034",5G NR,Doetinchem,2020/05/02,2020/05/16,5G NR,Doetinchem,215976,441496,7007GC,8812849839
"7938035",5G NR,Lexmond,2020/12/25,2021/01/08,5G NR,Zederik,131317,441194,4128BN,5896554148
"7938036",5G NR,Rhenen,2020/04/02,2020/04/16,5G NR,Rhenen,168665,441158,3911AZ,987525682
"7938037",5G NR,Rotterdam,2020/03/27,2020/04/10,5G NR,Rotterdam,93567,441534,3054EC,3799371291
"7938038",5G NR,Maasvlakte Rotterdam,2020/03/20,2020/04/03,5G NR,Rotterdam,61400,442069,3199KB,7727038057
"7938039",5G NR,Arnhem,2020/04/02,2020/04/16,5G NR,Arnhem,191760,441390,6834AE,2790501300
"7938040",5G NR,Rotterdam,2020/04/01,2020/04/15,5G NR,Rotterdam,97800,441675,3068EV,1715310018
"7938041",5G NR,Driel,2020/07/16,2020/07/30,5G NR,Overbetuwe,184375,441570,6665CE,8907642546
"7938042",5G NR,Arnhem,2020/05/02,2020/05/16,5G NR,Arnhem,189660,441660,6841HN,2108975299
"7938043",5G NR,Doetinchem,2020/07/16,2020/07/30,5G NR,Doetinchem,218107,441950,7003CT,8490134713
"7938044",5G NR,Nieuwerkerk aan den IJss,2021/01/23,2021/02/06,5G NR,Zuidplas,101920,441888,2911AE,2454252329
"7938045",5G NR,Capelle aan den IJssel,2020/06/18,2020/07/02,5G NR,Zuidplas,100039,441919,2913LB,2798002924
"7938046",5G NR,Rotterdam,2020/04/01,2020/04/15,5G NR,Rotterdam,95904,441982,3069KM,664291547
"7938047",5G NR,Rotterdam,2021/10/30,2021/11/13,5G NR,Rotterdam,96999,441999,3069GD,3659707541
"7938048",5G NR,Winterswijk,2020/07/11,2020/07/25,5G NR,Winterswijk,245785,442494,7102DW,8982239807
"7938049",5G NR,Zevenaar,2021/06/24,2021/07/08,5G NR,Zevenaar,202925,441944,6903PC,8534713439
"7938050",5G NR,Doetinchem,2020/03/25,2020/04/08,5G NR,Doetinchem,214466,442152,7006JZ,6594531893
"7938051",5G NR,Amsterdam,2020/03/25,2020/04/08,5G NR,Amsterdam,125016,479434,1101DZ,707830239
"7938052",5G NR,Ermelo,2021/01/07,2021/01/21,5G NR,Ermelo,170136,479379,3853KV,683741571
"7938053",5G NR,Rijssen,2021/01/06,2021/01/20,5G NR,Rijssen-Holten,232716,479971,7461VW,4500618150
"7938054",5G NR,Hoofddorp,2020/04/25,2020/05/09,5G NR,Haarlemmermeer,107750,479600,2132BG,7143822129
"7938055",5G NR,Weesp,2020/04/01,2020/04/15,5G NR,Weesp,131735,479437,1381EB,4508764296
"7938056",5G NR,Ouderkerk aan de Amstel,2020/03/25,2020/04/08,5G NR,Ouder-Amstel,123103,479491,1191EB,825616544
"7938057",5G NR,Rijssen,2020/08/06,2020/08/20,5G NR,Rijssen-Holten,230185,479968,7462PM,176268039
"7938058",5G NR,Hillegom,2021/10/14,2021/10/28,5G NR,Hillegom,100540,479779,2181GP,5997988052
"7938059",5G NR,Hoofddorp,2020/04/02,2020/04/16,5G NR,Haarlemmermeer,109990,479696,2132NK,7044511869
"7938060",5G NR,Zeewolde,2021/08/21,2021/09/04,5G NR,Zeewolde,163240,479540,3896LS,176498473
"7938061",5G NR,Huizen,2020/04/01,2020/04/15,5G NR,Huizen,144836,479545,1271ZA,5698234691
"7938062",5G NR,Ermelo,2020/04/01,2020/04/15,5G NR,Ermelo,167200,479560,3853LL,4991264070
"7938063",5G NR,Amsterdam,2020/03/25,2020/04/08,5G NR,Amsterdam,124281,479679,1101AG,9700500376
"7938064",5G NR,Hoofddorp,2020/04/02,2020/04/16,5G NR,Haarlemmermeer,105864,479829,2135BA,490932473
"7938065",5G NR,Naarden,2020/03/25,2020/04/08,5G NR,Naarden,138298,479677,1411AX,6925551640
"7938066",5G NR,Schiphol,2020/04/01,2020/04/15,5G NR,Haarlemmermeer,111609,479864,1118CL,5867188084
"7938067",5G NR,Weesp,2020/04/01,2020/04/15,5G NR,Weesp,130814,479765,1381MZ,5337711519
"7938068",5G NR,Amsterdam,2020/03/27,2020/04/10,5G NR,Amsterdam,125703,479813,1102LA,7585333310
"7938069",5G NR,Schiphol,2020/03/27,2020/04/10,5G NR,Haarlemmermeer,115370,479903,1438AX,3697167609
"7937562",5G NR,Breskens,2021/04/16,2021/04/30,5G NR,Sluis,28474,379503,4511PA,5613428873
"7938070",5G NR,Oldenzaal,2020/07/18,2020/08/01,5G NR,Oldenzaal,260579,480887,7575AJ,4102831592
"7938071",5G NR,Amsterdam,2020/03/25,2020/04/08,5G NR,Amsterdam,125091,479891,1101CD,1083210339
"7938072",5G NR,Borne,2020/08/13,2020/08/27,5G NR,Borne,248291,480692,7623CS,8654780798
"7938073",5G NR,Amstelveen,2020/08/05,2020/08/19,5G NR,Amstelveen,117860,480030,1182GL,6781082298
"7938074",5G NR,Amstelveen,2020/03/25,2020/04/08,5G NR,Amstelveen,120150,480020,1183NA,6725400967
"7938075",5G NR,Zwaanshoek,2020/03/25,2020/04/08,5G NR,Haarlemmermeer,102738,480275,2136LP,5848643390
"7938076",5G NR,Schiphol,2020/04/01,2020/04/15,5G NR,Haarlemmermeer,112362,480210,1118BG,6993092695
"7938077",5G NR,De Lutte,2020/07/16,2020/07/30,5G NR,Losser,265720,481291,7587PC,5313020769
"7938078",5G NR,Amsterdam,2020/05/13,2020/05/27,5G NR,Amsterdam,129554,480174,1109CA,3815273157
"7938079",5G NR,Amsterdam,2020/05/26,2020/06/09,5G NR,Amsterdam,126962,480200,1104KM,2717557370
"7938080",5G NR,Amsterdam,2020/03/20,2020/04/03,5G NR,Amsterdam,127160,480240,1108DB,3170650150
"7938081",5G NR,Amsterdam,2020/03/27,2020/04/10,5G NR,Amsterdam,123925,480290,1101AA,5515193529
"7938082",5G NR,Hoofddorp,2020/04/02,2020/04/16,5G NR,Haarlemmermeer,104550,480470,2134DG,3364007162
"7938083",5G NR,Hoofddorp,2020/04/09,2020/04/23,5G NR,Haarlemmermeer,106020,480480,2133DW,1242945199
"7938084",5G NR,Schiphol,2020/08/29,2020/09/12,5G NR,Haarlemmermeer,112276,480450,1118CB,8393477995
"7938085",5G NR,Weesp,2020/03/25,2020/04/08,5G NR,Weesp,131919,480332,1382MZ,3274436401
"7938086",5G NR,Schiphol,2020/04/01,2020/04/15,5G NR,Haarlemmermeer,115852,480494,1117BV,1082684591
"7938087",5G NR,Schiphol,2020/04/02,2020/04/16,5G NR,Haarlemmermeer,112366,480562,1118CB,1978825489
"7938088",5G NR,Oldenzaal,2020/07/18,2020/08/01,5G NR,Oldenzaal,259855,481518,7571BG,1032092555
"7938089",5G NR,Amsterdam,2020/03/25,2020/04/08,5G NR,Amsterdam,125609,480515,1102EH,2094072607
"7938090",5G NR,Almere,2020/04/01,2020/04/15,5G NR,Almere,150797,480497,1358CB,234085713
"7938091",5G NR,Oldenzaal,2021/01/01,2021/01/15,5G NR,Oldenzaal,258825,481618,7576AL,598462159
"7938092",5G NR,Rijssen,2020/04/09,2020/04/23,5G NR,Rijssen-Holten,231622,481126,7461AB,1950841794
"7938093",5G NR,Rijssen,2020/04/01,2020/04/15,5G NR,Rijssen-Holten,232620,481170,7461JD,3073589598
"7938094",5G NR,Amsterdam,2020/03/25,2020/04/08,5G NR,Amsterdam,124740,480675,1101DM,9227884490
"7938095",5G NR,Weesp,2020/04/02,2020/04/16,5G NR,Weesp,130552,480686,1382GK,5051875682
"7938096",5G NR,Amsterdam,2020/04/09,2020/04/23,5G NR,Amsterdam,124980,480817,1102CT,1124411665
"7938097",5G NR,Amsterdam,2020/04/16,2020/04/30,5G NR,Amsterdam,125409,480903,1102BW,7878062704
"7938098",5G NR,Hoofddorp,2020/03/25,2020/04/08,5G NR,Haarlemmermeer,107600,481070,2131HG,8703846600
"7938099",5G NR,Amsterdam,2020/04/01,2020/04/15,5G NR,Amsterdam,126935,480961,1104SW,7110405445
"7938100",5G NR,Emst,2020/03/25,2020/04/08,5G NR,Epe,195967,481056,8166KK,6730816432
"7938101",5G NR,Ermelo,2020/04/02,2020/04/16,5G NR,Ermelo,169210,480939,3853KD,6547559273
"7938102",5G NR,Muiderberg,2020/05/02,2020/05/16,5G NR,Muiden,135892,480958,1399PJ,4654102157
"7938103",5G NR,De Lutte,2020/04/01,2020/04/15,5G NR,Losser,263688,482221,7587AP,7137850242
"7938104",5G NR,Amsterdam,2020/04/01,2020/04/15,5G NR,Amsterdam,127650,481221,1104JN,5347953709
"7937563",5G NR,Venlo,2021/04/06,2021/04/20,5G NR,Venlo,210890,378320,5916PN,7519556845
"7937564",5G NR,Hooge Mierde,2021/10/28,2021/11/11,5G NR,Reusel-De Mierden,136762,378094,5095AZ,539957321
"7937565",5G NR,Ossendrecht,2021/06/17,2021/07/01,5G NR,Woensdrecht,78685,378963,4634PP,4090475519
"7937566",5G NR,Ossendrecht,2021/01/08,2021/01/22,5G NR,Woensdrecht,81355,378957,4641CP,7118423092
"7937567",5G NR,Venlo,2021/10/21,2021/11/04,5G NR,Venlo,209727,378737,5916PJ,731390124
"7937568",5G NR,Venlo,2020/06/05,2020/06/19,5G NR,Venlo,203510,378730,5928LA,7635456198
"7937569",5G NR,Someren,2020/04/16,2020/04/30,5G NR,Asten,178502,378797,5721MZ,7627236331
"7937570",5G NR,Asten,2020/04/01,2020/04/15,5G NR,Asten,180500,378950,5721HR,9233574181
"7937571",5G NR,Waalre,2020/04/02,2020/04/16,5G NR,Waalre,161550,379019,5583CA,2860961408
"7937572",5G NR,Aalst,2020/04/02,2020/04/16,5G NR,Waalre,160838,379117,5582BL,7595241577
"7937573",5G NR,Ellewoutsdijk,2020/04/16,2020/04/30,5G NR,Borsele,44029,380392,4438ND,3154586078
"7937574",5G NR,Veldhoven,2020/05/02,2020/05/16,5G NR,Veldhoven,155699,379548,5504BP,227989442
"7937575",5G NR,Geldrop,2020/03/27,2020/04/10,5G NR,Geldrop-Mierlo,167178,380055,5664EG,8535775626
"7937576",5G NR,Sevenum,2020/04/02,2020/04/16,5G NR,Horst aan de Maas,199690,380390,5975BT,6425668340
"7937577",5G NR,Veldhoven,2020/04/01,2020/04/15,5G NR,Veldhoven,157876,380252,5503LM,2524244730
"7937578",5G NR,Eindhoven,2020/05/29,2020/06/12,5G NR,Eindhoven,159829,380325,5655CN,1322063751
"7937579",5G NR,Eindhoven,2020/04/02,2020/04/16,5G NR,Eindhoven,161472,380363,5644HX,5232695495
"7937580",5G NR,Eindhoven,2020/04/28,2020/05/12,5G NR,Eindhoven,159504,380413,5655CN,4787269194
"7937581",5G NR,Eindhoven,2020/03/27,2020/04/10,5G NR,Eindhoven,162610,380680,5644DS,9648414740
"7937582",5G NR,Velden,2020/07/04,2020/07/18,5G NR,Venlo,209440,380990,5941CP,3165895792
"7937583",5G NR,Geldrop,2020/04/01,2020/04/15,5G NR,Geldrop-Mierlo,167281,380896,5664RX,4546422635
"7937584",5G NR,Asten,2020/06/06,2020/06/20,5G NR,Asten,180719,380997,5721VA,3007036191
"7937585",5G NR,Geldrop,2020/06/12,2020/06/26,5G NR,Geldrop-Mierlo,166092,381020,5663GG,5368362671
"7937586",5G NR,Veldhoven,2021/02/13,2021/02/27,5G NR,Veldhoven,154564,381108,5506AS,5563258968
"7937587",5G NR,Eindhoven,2020/03/25,2020/04/08,5G NR,Eindhoven,158592,381118,5653LX,8602834961
"7937588",5G NR,Veldhoven,2020/05/02,2020/05/16,5G NR,Veldhoven,157474,381163,5503LB,2170341820
"7937589",5G NR,Veldhoven,2020/03/27,2020/04/10,5G NR,Veldhoven,156144,381271,5501HR,3569605539
"7937590",5G NR,Geldrop,2020/04/01,2020/04/15,5G NR,Geldrop-Mierlo,168275,381300,5665SZ,1112330713
"7937591",5G NR,Hoogerheide,2020/04/01,2020/04/15,5G NR,Woensdrecht,80971,382071,4631NJ,1309805134
"7937592",5G NR,Eindhoven,2020/03/28,2020/04/11,5G NR,Eindhoven,160258,381578,5654AZ,5432774024
"7937593",5G NR,Eindhoven,2020/04/02,2020/04/16,5G NR,Eindhoven,159435,381627,5653HE,2336643067
"7937594",5G NR,Eindhoven,2020/03/20,2020/04/03,5G NR,Eindhoven,157945,381635,5652AW,3630969998
"7937595",5G NR,Eindhoven,2021/03/06,2021/03/20,5G NR,Eindhoven,162459,381650,5643BP,2273257778
"7937596",5G NR,Eindhoven,2020/04/25,2020/05/09,5G NR,Eindhoven,161834,381715,5615CJ,5336237612
"7937597",5G NR,Eindhoven,2020/04/02,2020/04/16,5G NR,Eindhoven,163375,381750,5645GA,8116028174
"7938488",5G NR,Appingedam,2020/04/01,2020/04/15,5G NR,Appingedam,254166,594086,9901CC,8318234737
"7938489",5G NR,Dokkum,2020/04/16,2020/04/30,5G NR,Dongeradeel,196575,593305,9101WV,2746100922
"7938490",5G NR,Engwierdum,2021/11/04,2021/11/18,5G NR,Dongeradeel,206030,593480,9132EM,2104838010
"7938491",5G NR,Delfzijl,2020/05/02,2020/05/16,5G NR,Delfzijl,257451,594730,9934CS,3156120276
"7938492",5G NR,Winsum,2020/04/02,2020/04/16,5G NR,Winsum,231182,594330,9951SC,8009640648
"7938493",5G NR,Dokkum,2020/05/12,2020/05/26,5G NR,Dongeradeel,196248,594268,9101ZM,4259881134
"7938494",5G NR,Winsum,2020/03/25,2020/04/08,5G NR,Winsum,229450,594782,9951TG,7571680953
"7938495",5G NR,Loppersum,2020/07/16,2020/07/30,5G NR,Loppersum,246085,595320,9919TG,9750740822
"7938496",5G NR,Delfzijl,2020/03/25,2020/04/08,5G NR,Delfzijl,255800,595950,9931CC,5524217600
"7938497",5G NR,Toornwerd- Middelstum,2021/09/16,2021/09/30,5G NR,Loppersum,238014,596430,9991TA,778036825
"7938498",5G NR,Blije,2021/10/21,2021/11/04,5G NR,Ferweradiel,186735,595961,9171LP,7127752347
"7938499",5G NR,Winsum,2020/03/25,2020/04/08,5G NR,Winsum,229125,596542,9951TA,8881233529
"7938105",5G NR,Amstelveen,2020/03/20,2020/04/03,5G NR,Amstelveen,119800,481300,1183AT,4310256372
"7938106",5G NR,Rijssen,2020/06/25,2020/07/09,5G NR,Rijssen-Holten,231064,481914,7461TP,666817921
"7938107",5G NR,Amsterdam,2020/04/09,2020/04/23,5G NR,Amsterdam,126534,481498,1103CD,1060859051
"7938108",5G NR,Amsterdam,2020/03/20,2020/04/03,5G NR,Amsterdam,125220,481520,1102AA,724162961
"7938109",5G NR,Muiderberg,2020/03/25,2020/04/08,5G NR,Naarden,136952,481476,1411AZ,7014591777
"7938110",5G NR,Bennebroek,2020/04/01,2020/04/15,5G NR,Bloemendaal,100477,481772,2121AD,5854011280
"7938111",5G NR,Wesepe,2020/04/16,2020/04/30,5G NR,Olst-Wijhe,210841,481852,8124AD,2555943220
"7938112",5G NR,Leeuwarden,2020/04/02,2020/04/16,5G NR,Leeuwarden,182578,579927,8911ES,6567773200
"7938113",5G NR,Leeuwarden,2020/03/27,2020/04/10,5G NR,Leeuwarden,180909,579937,8915CL,3134039303
"7938114",5G NR,Marsum,2021/09/16,2021/09/30,5G NR,Menaldumadeel,177254,579988,9034XC,4979963939
"7938115",5G NR,Leeuwarden,2020/04/01,2020/04/15,5G NR,Leeuwarden,183508,580030,8921ST,9842618768
"7938116",5G NR,Slochteren,2020/04/16,2020/04/30,5G NR,Slochteren,248869,580871,9621TK,7939497487
"7938117",5G NR,Groningen,2020/04/02,2020/04/16,5G NR,Groningen,234301,580630,9725AK,7650922153
"7938118",5G NR,Groningen,2020/04/25,2020/05/09,5G NR,Groningen,235450,580650,9723ZS,5872846009
"7938119",5G NR,Groningen,2020/03/25,2020/04/08,5G NR,Groningen,231584,580588,9727AR,8633115121
"7938120",5G NR,Oostwold,2020/04/02,2020/04/16,5G NR,Oldambt,265704,581300,9682XS,3714798508
"7938121",5G NR,Leeuwarden,2020/07/30,2020/08/13,5G NR,Leeuwarden,183884,580116,8921TG,7865191200
"7938122",5G NR,Leeuwarden,2020/04/01,2020/04/15,5G NR,Leeuwarden,185308,580512,8925KZ,7555601251
"7938123",5G NR,Leeuwarden,2020/04/02,2020/04/16,5G NR,Leeuwarden,182379,580522,8917DD,7798196082
"7938124",5G NR,West-Groningen,2020/04/01,2020/04/15,5G NR,Groningen,232777,581104,9726JM,7523520298
"7938125",5G NR,Groningen,2020/04/02,2020/04/16,5G NR,Groningen,233455,581142,9726AE,6869028714
"7938126",5G NR,Groningen,2020/04/16,2020/04/30,5G NR,Groningen,229665,581084,9745BC,7997808946
"7938127",5G NR,Leeuwarden,2020/04/01,2020/04/15,5G NR,Leeuwarden,181881,580841,8918GD,4474612448
"7938128",5G NR,Harkstede,2020/07/09,2020/07/23,5G NR,Slochteren,242970,581585,9617CA,6682070967
"7938129",5G NR,Groningen,2020/04/02,2020/04/16,5G NR,Groningen,234440,581479,9724DA,1743695297
"7938130",5G NR,Groningen,2020/04/16,2020/04/30,5G NR,Groningen,237050,581530,9723JP,272527947
