objectid,sat_code,WOONPLAATSNAAM,DATUM_PLAATSING,DATUM_INGEBRUIKNAME,HOOFDSOORT,GEMNAAM,X,Y,POSTCODE,ID
"7903229",5G NR,Almere,2020/05/14,2020/05/14,5G NR,Almere,143013,486821,1324SE,8954744646
"7903230",5G NR,Amsterdam,2020/05/14,2020/05/14,5G NR,Amsterdam,116098,486989,1064GW,7959470289
"7903231",5G NR,Amsterdam,2020/11/02,2020/11/02,5G NR,Amsterdam,120225,487008,1016VC,1930342040
"7903232",5G NR,Almere,2020/09/11,2020/09/11,5G NR,Almere,142459,486911,1323MG,9449482045
"7903233",5G NR,Amsterdam,2020/05/14,2020/05/14,5G NR,Amsterdam,125496,487003,1019AG,9578466191
"7903234",5G NR,Amsterdam,2020/05/14,2020/05/14,5G NR,Amsterdam,121618,487033,1012CK,8613290644
"7903235",5G NR,Haarlem,2020/05/14,2020/05/14,5G NR,Haarlem,103215,487200,2012HW,271790786
"7903236",5G NR,Haarlem,2020/05/14,2020/05/14,5G NR,Haarlem,104742,487202,2033PJ,2562950879
"7903237",5G NR,Zandvoort,2020/05/14,2020/05/14,5G NR,Zandvoort,96614,487307,2042GJ,8987038950
"7903238",5G NR,Almelo,2020/06/25,2020/06/25,5G NR,Almelo,241795,487769,7602BD,1027467174
"7903239",5G NR,Amsterdam,2020/10/29,2020/10/29,5G NR,Amsterdam,121105,487136,1012VP,8592323731
"7903240",5G NR,Haarlem,2021/11/05,2021/11/05,5G NR,Haarlem,102001,487315,2015KV,1713349714
"7902505",5G NR,Vledder,2020/06/12,2020/06/12,5G NR,Westerveld,209814,541790,8381XM,1936434529
"7902506",5G NR,Exloo,2020/05/19,2020/05/19,5G NR,Borger-Odoorn,255774,543060,7875TB,2902482520
"7902507",5G NR,Bakhuizen,2020/05/19,2020/05/19,5G NR,Gaasterlân-Sleat,159554,542078,8574TG,4757398997
"7902508",5G NR,Diever,2020/10/09,2020/10/09,5G NR,Westerveld,217830,542591,7981LW,4992662485
"7902509",5G NR,Balk,2020/12/17,2020/12/17,5G NR,Gaasterlân-Sleat,165176,542820,8571GC,7884115884
"7902510",5G NR,Beilen,2020/07/28,2020/07/28,5G NR,Midden-Drenthe,231567,543594,9411XC,6120458130
"7902511",5G NR,Ter Apel,2020/05/19,2020/05/19,5G NR,Vlagtwedde,267863,544422,9561KT,9810959065
"7902512",5G NR,Wolvega,2020/09/24,2020/09/24,5G NR,Weststellingwerf,195265,543524,8471ZM,8190793136
"7902513",5G NR,Valthermond,2020/05/19,2020/05/19,5G NR,Borger-Odoorn,260484,544640,7876CR,3781754926
"7902514",5G NR,Anna Paulowna,2020/09/11,2020/09/11,5G NR,Anna Paulowna,119732,543782,1764NA,1077303816
"7902515",5G NR,Noordwolde (FR),2020/05/19,2020/05/19,5G NR,Weststellingwerf,205285,544149,8391KA,5336342614
"7902516",5G NR,Exloo,2020/08/20,2020/08/20,5G NR,Borger-Odoorn,251923,544957,7873TD,4535083653
"7902517",5G NR,Julianadorp,2020/05/19,2020/05/19,5G NR,Den Helder,113084,544290,1786PZ,8704623967
"7902518",5G NR,Wolvega,2020/05/19,2020/05/19,5G NR,Weststellingwerf,195630,544309,8471ZZ,1346335865
"7902519",5G NR,Stavoren,2020/12/04,2020/12/04,5G NR,Nijefurd,153416,544502,8715EP,1480339019
"7902520",5G NR,Ter Apel,2020/09/11,2020/09/11,5G NR,Vlagtwedde,267374,545832,9561MB,7384785360
"7902521",5G NR,Noordwolde (FR),2021/01/19,2021/01/19,5G NR,Weststellingwerf,206140,544918,8391CM,3916092601
"7902522",5G NR,Schoonloo,2020/10/29,2020/10/29,5G NR,Aa en Hunze,243857,545953,9443TK,3660253123
"7902523",5G NR,Balk,2020/05/19,2020/05/19,5G NR,Gaasterlân-Sleat,168189,545677,8561BM,8966784337
"7902524",5G NR,Den Helder,2020/06/12,2020/06/12,5G NR,Den Helder,110806,546252,1787BK,4671957500
"7902525",5G NR,Hippolytushoef,2020/05/19,2020/05/19,5G NR,Wieringen,125999,546260,1777HR,5472839639
"7902526",5G NR,Oldeholtpade,2020/05/19,2020/05/19,5G NR,Weststellingwerf,200570,546553,8474CM,4893131324
"7902527",5G NR,Oranje,2020/08/20,2020/08/20,5G NR,Midden-Drenthe,226318,547310,9416TC,8578060365
"7902528",5G NR,2e Exloermond,2020/11/02,2020/11/02,5G NR,Borger-Odoorn,260015,548672,9571BM,322501972
"7902529",5G NR,Koudum,2020/05/19,2020/05/19,5G NR,Nijefurd,159513,547563,8723CW,5215092701
"7902530",5G NR,Borger,2020/06/25,2020/06/25,5G NR,Borger-Odoorn,249354,548588,9531BG,5890684075
"7902531",5G NR,Oldeholtwolde,2021/10/20,2021/10/20,5G NR,Weststellingwerf,194901,547840,8477AB,505721441
"7902532",5G NR,Hooghalen,2020/07/28,2020/07/28,5G NR,Midden-Drenthe,231963,548682,9414VK,3444701442
"7902533",5G NR,Elsloo (FR),2021/11/05,2021/11/05,5G NR,Ooststellingwerf,212037,548925,8424PS,5384927229
"7902534",5G NR,Sellingen,2020/10/02,2020/10/02,5G NR,Vlagtwedde,272029,550523,9551VA,6076057844
"7902535",5G NR,Den Oever,2020/05/19,2020/05/19,5G NR,Wieringen,130836,549243,1779EH,3569725721
"7902536",5G NR,Heerenveen,2020/06/12,2020/06/12,5G NR,Heerenveen,192766,550003,8444AV,7301796512
"7902537",5G NR,Den Helder,2020/09/11,2020/09/11,5G NR,Den Helder,112009,550224,1784NP,1649338190
"7902538",5G NR,Sint Nicolaasga,2021/11/05,2021/11/05,5G NR,SkarsterlÔn,179406,550200,8521NE,5758646051
"7902539",5G NR,Appelscha,2021/03/25,2021/03/25,5G NR,Ooststellingwerf,218573,550578,8426GM,6393053555
"7902540",5G NR,Nieuw-Buinen,2020/10/02,2020/10/02,5G NR,Borger-Odoorn,256886,551651,9521AT,9459799478
"7902541",5G NR,Den Helder,2020/12/23,2020/12/23,5G NR,Den Helder,114314,550755,1785AJ,9606923283
"7902542",5G NR,Oldeberkoop,2020/09/04,2020/09/04,5G NR,Ooststellingwerf,204341,550908,8421PJ,8912838350
"7902543",5G NR,Hindeloopen,2021/01/29,2021/01/29,5G NR,Nijefurd,156303,550674,8713JS,3249993190
"7902544",5G NR,Woudsend,2021/02/05,2021/02/05,5G NR,Wymbritseradiel,171474,550809,8551RB,6667137753
"7902545",5G NR,Papenvoort,2020/07/28,2020/07/28,5G NR,Aa en Hunze,244381,551636,9447TT,1271948240
"7902546",5G NR,Sellingen,2020/05/19,2020/05/19,5G NR,Vlagtwedde,272663,552605,9551VJ,7803935833
"7902547",5G NR,Den Helder,2020/05/19,2020/05/19,5G NR,Den Helder,113166,551383,1781ZE,3808235968
"7902548",5G NR,Den Helder,2020/10/02,2020/10/02,5G NR,Den Helder,112474,551421,1782LS,8747101934
"7902549",5G NR,Den Helder,2020/05/19,2020/05/19,5G NR,Den Helder,114134,552045,1781AD,1028793566
"7902550",5G NR,Heerenveen,2020/05/19,2020/05/19,5G NR,Heerenveen,190728,552164,8446AS,3538289298
"7902551",5G NR,Drouwen,2020/12/23,2020/12/23,5G NR,Borger-Odoorn,248756,553061,9533PC,5123931966
"7902552",5G NR,Appelscha,2020/05/19,2020/05/19,5G NR,Ooststellingwerf,219264,552580,8426CK,1646575635
"7902553",5G NR,Stiens,2020/05/19,2020/05/19,5G NR,Leeuwarderadeel,180411,586155,9051LP,5522155225
"7902554",5G NR,Kollumerzwaag,2020/05/19,2020/05/19,5G NR,Kollumerland c.a.,201376,586679,9298PS,9889474132
"7902555",5G NR,Burum,2020/08/28,2020/08/28,5G NR,Kollumerland c.a.,210161,586867,9851TA,8670923220
"7902556",5G NR,Grijpskerk,2021/02/25,2021/02/25,5G NR,Zuidhorn,216283,587144,9843HA,3207386358
"7902557",5G NR,Stiens,2020/05/19,2020/05/19,5G NR,Leeuwarderadeel,179055,586844,9051VB,3888090550
"7902558",5G NR,St. Annaparochie,2021/09/24,2021/09/24,5G NR,het Bildt,173534,586840,9076PT,1790860990
"7902559",5G NR,St. Jacobiparochie,2020/05/19,2020/05/19,5G NR,het Bildt,169929,587755,9079PK,6418039881
"7902560",5G NR,Ten Boer,2020/06/25,2020/06/25,5G NR,Ten Boer,242980,589017,9791DA,5454876044
"7902561",5G NR,Damwald,2020/05/19,2020/05/19,5G NR,Dantumadiel,195198,588868,9104DX,3748625891
"7902562",5G NR,Kollum,2020/05/19,2020/05/19,5G NR,Kollumerland c.a.,206266,589209,9291NB,605617342
"7902563",5G NR,Vlieland,2021/03/09,2021/03/09,5G NR,Vlieland,132905,589909,8899AP,1784643446
"7902564",5G NR,Rinsumageast,2020/08/28,2020/08/28,5G NR,Dantumadiel,190569,590033,9105AW,4427675075
"7902565",5G NR,Bedum,2020/07/28,2020/07/28,5G NR,Bedum,235592,590597,9781AC,9526866331
"7902566",5G NR,Oldehove,2020/09/18,2020/09/18,5G NR,Zuidhorn,222702,591134,9883TE,1170025009
"7902567",5G NR,Feerwerd,2020/09/18,2020/09/18,5G NR,Winsum,227820,591303,9892TC,4451267792
"7902568",5G NR,Farmsum,2021/02/05,2021/02/05,5G NR,Delfzijl,260797,592152,9936HD,5229529410
"7902569",5G NR,Munnekezijl,2020/05/19,2020/05/19,5G NR,Kollumerland c.a.,213460,591746,9853TE,2032388865
"7902570",5G NR,Winneweer,2021/03/25,2021/03/25,5G NR,Ten Boer,245419,592356,9793PD,1884268398
"7902013",5G NR,Overloon,2020/06/12,2020/06/12,5G NR,Boxmeer,192910,398267,5825KA,2039961063
"7902014",5G NR,Breda,2020/06/12,2020/06/12,5G NR,Breda,110108,398391,4813PT,9328073843
"7902015",5G NR,Tilburg,2020/05/28,2020/05/28,5G NR,Tilburg,132220,398290,5042DB,9432848731
"7902016",5G NR,Breda,2020/09/11,2020/09/11,5G NR,Breda,113162,398523,4818LD,8092677086
"7902017",5G NR,Sint-Oedenrode,2020/05/28,2020/05/28,5G NR,Sint-Oedenrode,160739,398362,5491DE,8446688887
"7902018",5G NR,Oisterwijk,2020/05/28,2020/05/28,5G NR,Oisterwijk,139856,398405,5059AR,4718264644
"7902019",5G NR,Kamperland,2020/05/28,2020/05/28,5G NR,Noord-Beveland,37988,399740,4493RL,1701950856
"7902020",5G NR,Breda,2020/09/04,2020/09/04,5G NR,Breda,107044,398629,4839AJ,3796173484
"7902021",5G NR,Tilburg,2020/07/28,2020/07/28,5G NR,Tilburg,130700,398483,5044PK,189511860
"7902022",5G NR,Bavel,2020/05/28,2020/05/28,5G NR,Breda,116381,398580,4854MK,6321036732
"7902023",5G NR,Breda,2020/09/04,2020/09/04,5G NR,Breda,114294,398634,4834BG,8408233117
"7902024",5G NR,Oostkapelle,2020/05/28,2020/05/28,5G NR,Veere,26862,400127,4356HD,1806787738
"7902025",5G NR,Breda,2020/05/28,2020/05/28,5G NR,Breda,112159,398727,4819CM,6361101323
"7902026",5G NR,Breda,2020/05/28,2020/05/28,5G NR,Breda,109969,398752,4813GP,8559690950
"7902027",5G NR,Breda,2020/12/17,2020/12/17,5G NR,Breda,111106,398804,4812BB,1712070846
"7902028",5G NR,Tilburg,2020/05/28,2020/05/28,5G NR,Tilburg,133290,398671,5046AB,9315004913
"7902029",5G NR,Etten-Leur,2020/05/29,2020/05/29,5G NR,Etten-Leur,103807,398918,4872CK,1199733730
"7902030",5G NR,Tilburg,2020/05/29,2020/05/29,5G NR,Tilburg,128612,398777,5043RW,6206386663
"7902031",5G NR,Tilburg,2021/03/12,2021/03/12,5G NR,Tilburg,130220,398774,5044EA,7726923326
"7902032",5G NR,Tilburg,2021/03/19,2021/03/19,5G NR,Tilburg,132604,398763,5042AD,6818301052
"7902033",5G NR,Rijen,2020/07/28,2020/07/28,5G NR,Gilze en Rijen,123262,398857,5121ML,9227284569
"7902034",5G NR,Breda,2020/09/18,2020/09/18,5G NR,Breda,113805,398929,4818ER,1264259117
"7902035",5G NR,Boxtel,2021/02/25,2021/02/25,5G NR,Boxtel,150460,398774,5281RM,2558809847
"7902036",5G NR,Elsendorp,2020/05/28,2020/05/28,5G NR,Gemert-Bakel,181333,398951,5424SM,5069414640
"7902037",5G NR,Oud Gastel,2020/06/26,2020/06/26,5G NR,Halderberge,90373,399314,4751VK,9445863155
"7902038",5G NR,Nieuwe-Tonge,2020/09/24,2020/09/24,5G NR,Middelharnis,71272,415349,3244BH,1956711079
"7902039",5G NR,Nuland,2020/05/28,2020/05/28,5G NR,Maasdonk,159319,414791,5382JH,1385578297
"7902572",5G NR,Farmsum,2020/11/02,2020/11/02,5G NR,Delfzijl,259253,593240,9936HD,1275354483
"7902573",5G NR,Farmsum,2020/09/18,2020/09/18,5G NR,Delfzijl,257119,593624,9936BH,2548913412
"7902574",5G NR,Marrum,2020/09/04,2020/09/04,5G NR,Ferweradiel,181159,592805,9073TT,7878028182
"7902575",5G NR,Delfzijl,2020/12/23,2020/12/23,5G NR,Delfzijl,254828,593916,9932BD,6393071068
"7902576",5G NR,Engwierum,2020/10/23,2020/10/23,5G NR,Dongeradeel,206009,593446,9132EM,6018876428
"7902577",5G NR,Winsum (GR),2020/05/19,2020/05/19,5G NR,Winsum,229434,594773,9951TG,7271399402
"7902578",5G NR,Loppersum,2020/06/25,2020/06/25,5G NR,Loppersum,246081,595320,9919TG,7663432134
"7902579",5G NR,Middelstum,2020/05/19,2020/05/19,5G NR,Loppersum,237726,595263,9991TJ,2811321534
"7902580",5G NR,Delfzijl,2020/08/20,2020/08/20,5G NR,Delfzijl,256730,596016,9933BJ,8597442707
"7902581",5G NR,Ferwert,2020/06/12,2020/06/12,5G NR,Ferweradiel,184641,595148,9172NH,4423721313
"7902582",5G NR,West-Terschelling,2021/03/19,2021/03/19,5G NR,Terschelling,143403,596718,8881AD,5667886909
"7902583",5G NR,Wehe-den Hoorn,2020/12/17,2020/12/17,5G NR,De Marne,223381,598360,9964TC,6413036145
"7902584",5G NR,Holwerd,2020/05/19,2020/05/19,5G NR,Dongeradeel,189460,598333,9151KE,5745399222
"7902585",5G NR,Anjum,2020/10/29,2020/10/29,5G NR,Dongeradeel,204227,598538,9133DJ,1873842986
"7902571",5G NR,Dokkum,2020/08/28,2020/08/28,5G NR,Dongeradeel,195713,592129,9103SN,2111958099
"7902586",5G NR,Ternaard,2020/08/20,2020/08/20,5G NR,Dongeradeel,193980,599122,9145CK,358682147
"7902587",5G NR,Oosternijkerk,2020/05/19,2020/05/19,5G NR,Dongeradeel,199440,599500,9137RW,8745688425
"7902588",5G NR,Lauwersoog,2020/05/19,2020/05/19,5G NR,De Marne,211415,600149,9976VT,7192364760
"7902589",5G NR,Spijk (GR),2020/05/19,2020/05/19,5G NR,Delfzijl,251756,600918,9909BW,4570760559
"7902590",5G NR,Midsland,2020/07/28,2020/07/28,5G NR,Terschelling,148108,600568,8881HB,7758065504
"7902591",5G NR,Warffum,2021/03/12,2021/03/12,5G NR,Eemsmond,232693,601253,9989AS,4473494996
"7902592",5G NR,Pieterburen,2020/06/25,2020/06/25,5G NR,De Marne,225597,601964,9968AE,7611925009
"7902593",5G NR,Hoorn (FR),2020/12/23,2020/12/23,5G NR,Terschelling,152453,601660,8896JD,5219417317
"7902594",5G NR,Lauwersoog,2020/06/25,2020/06/25,5G NR,De Marne,209254,602614,9976VN,5468831965
"7902595",5G NR,Uithuizen,2020/05/19,2020/05/19,5G NR,Eemsmond,240582,603463,9981HJ,1039531775
"7902596",5G NR,Roodeschool,2020/05/19,2020/05/19,5G NR,Eemsmond,246798,605008,9983PR,5819517683
"7902597",5G NR,Ballum,2020/05/19,2020/05/19,5G NR,Ameland,177245,606338,9162ED,8590854797
"7902598",5G NR,Hollum,2021/04/08,2021/04/08,5G NR,Ameland,171572,606594,9161CC,1732258553
"7902599",5G NR,Nes,2020/05/19,2020/05/19,5G NR,Ameland,180943,606894,9163KG,6745567841
"7902600",5G NR,Buren (FR),2020/05/19,2020/05/19,5G NR,Ameland,181855,606928,9163KC,8605912578
"7902601",5G NR,Eemshaven,2021/03/12,2021/03/12,5G NR,Eemsmond,249400,608050,9979XM,454446657
"7902602",5G NR,Schiermonnikoog,2021/03/25,2021/03/25,5G NR,Schiermonnikoog,206465,611063,9166NL,7560491039
"7903118",5G NR,Leiden,2020/05/11,2020/05/11,5G NR,Leiden,93658,463804,2311EE,438847611
"7903119",5G NR,Soest,2020/05/14,2020/05/14,5G NR,Soest,148050,463454,3766AE,5654805140
"7903120",5G NR,Leiden,2020/05/11,2020/05/11,5G NR,Leiden,95147,463812,2315WD,8739970684
"7903121",5G NR,Leiderdorp,2020/05/11,2020/05/11,5G NR,Leiderdorp,97691,463789,2353XZ,9617491907
"7903122",5G NR,Amersfoort,2020/08/20,2020/08/20,5G NR,Amersfoort,155354,463528,3811WK,2709914052
"7903123",5G NR,Leiden,2020/05/11,2020/05/11,5G NR,Leiden,92796,464005,2312AC,5511679941
"7903124",5G NR,Amersfoort,2020/05/14,2020/05/14,5G NR,Amersfoort,156602,463748,3815VG,5605263055
"7903125",5G NR,Ter Aar,2020/05/14,2020/05/14,5G NR,Nieuwkoop,108512,463967,2461GA,9961250006
"7903126",5G NR,Barneveld,2020/08/20,2020/08/20,5G NR,Barneveld,169464,463820,3771LL,6883389501
"7903127",5G NR,Leiden,2020/08/20,2020/08/20,5G NR,Leiden,93657,464288,2312NT,2843349038
"7903128",5G NR,Breukelen,2020/05/14,2020/05/14,5G NR,Breukelen,128395,464013,3621LN,5782802512
"7903129",5G NR,Amersfoort,2020/05/14,2020/05/14,5G NR,Amersfoort,153646,463963,3812RP,1478424488
"7903130",5G NR,Leiden,2020/05/11,2020/05/11,5G NR,Leiden,95312,464359,2315MT,2774392756
"7903131",5G NR,Leiden,2020/05/14,2020/05/14,5G NR,Leiden,91598,464437,2332PJ,3501231012
"7903132",5G NR,Leiden,2020/05/11,2020/05/11,5G NR,Leiden,94208,464459,2316EN,972316842
"7903133",5G NR,Barneveld,2020/09/11,2020/09/11,5G NR,Barneveld,168299,464145,3771ME,4788161688
"7903134",5G NR,Klarenbeek,2020/07/28,2020/07/28,5G NR,Voorst,201518,464376,7382BZ,8511324685
"7903135",5G NR,Amersfoort,2020/05/14,2020/05/14,5G NR,Amersfoort,161254,464189,3836PA,6802816860
"7903136",5G NR,Lochem,2020/05/19,2020/05/19,5G NR,Lochem,224561,464811,7241CW,9837510877
"7903137",5G NR,Leiden,2020/05/11,2020/05/11,5G NR,Leiden,94721,464692,2315AX,9241609121
"7903138",5G NR,Amersfoort,2020/05/14,2020/05/14,5G NR,Amersfoort,156167,464417,3815EA,1830615941
"7903139",5G NR,Noorden,2020/05/14,2020/05/14,5G NR,Nieuwkoop,118361,464574,2432CD,7381145006
"7903140",5G NR,Leiderdorp,2020/05/11,2020/05/11,5G NR,Leiderdorp,96944,464780,2353BZ,3171257599
"7903141",5G NR,Hoevelaken,2020/09/24,2020/09/24,5G NR,Nijkerk,159519,464442,3871MR,2054463375
"7903142",5G NR,Leiderdorp,2020/09/24,2020/09/24,5G NR,Leiderdorp,95836,464873,2353WJ,8998067267
"7903143",5G NR,Amersfoort,2020/05/14,2020/05/14,5G NR,Amersfoort,155092,464540,3813JK,8012290569
"7903144",5G NR,Leiden,2021/11/03,2021/11/03,5G NR,Leiden,93543,464974,2316XC,1546140562
"7903145",5G NR,Haaksbergen,2020/05/19,2020/05/19,5G NR,Haaksbergen,247796,465466,7483PH,1052268253
"7903146",5G NR,Amersfoort,2020/05/14,2020/05/14,5G NR,Amersfoort,152412,464623,3812PN,5741997395
"7903147",5G NR,Leiden,2020/05/11,2020/05/11,5G NR,Leiden,92813,465013,2333AK,3739895926
"7903148",5G NR,Hollandsche Rading,2020/12/11,2020/12/11,5G NR,De Bilt,140193,464650,3739JT,5040479826
"7903149",5G NR,Hoogmade,2020/05/14,2020/05/14,5G NR,Kaag en Brasem,99959,465062,2355AM,2393465218
"7903150",5G NR,Soest,2020/05/14,2020/05/14,5G NR,Soest,148474,464837,3765CT,5304876810
"7902040",5G NR,Den Bosch,2021/02/11,2021/02/11,5G NR,'s-Hertogenbosch,147423,414869,5221CH,9064038376
"7902041",5G NR,Rosmalen,2020/05/28,2020/05/28,5G NR,'s-Hertogenbosch,156133,415214,5249JW,7119939897
"7902042",5G NR,Beers,2021/11/05,2021/11/05,5G NR,Cuijk,185366,415337,5437AR,1193335347
"7902043",5G NR,Den Bosch,2020/05/29,2020/05/29,5G NR,'s-Hertogenbosch,149479,415276,5235KS,1968560940
"7902044",5G NR,Dussen,2020/05/14,2020/05/14,5G NR,Werkendam,125750,415400,4271BC,2951501679
"7902045",5G NR,Heesch,2020/09/04,2020/09/04,5G NR,Bernheze,165041,415334,5384HB,4710305357
"7902046",5G NR,Cuijk,2021/08/11,2021/08/11,5G NR,Cuijk,188961,415557,5431CJ,1813307918
"7902047",5G NR,Numansdorp,2020/05/14,2020/05/14,5G NR,Cromstrijen,88833,416057,3281BR,3881663780
"7902048",5G NR,Renesse,2020/12/04,2020/12/04,5G NR,Schouwen-Duiveland,43641,416883,4325BB,2715534603
"7902049",5G NR,Eethen,2020/08/28,2020/08/28,5G NR,Aalburg,132167,415759,4266EH,8501231390
"7902050",5G NR,Den Bosch,2020/05/28,2020/05/28,5G NR,'s-Hertogenbosch,147884,415826,5234KC,7832682635
"7902051",5G NR,Schaijk,2020/05/28,2020/05/28,5G NR,Landerd,170312,416201,5374NW,6156762593
"7902052",5G NR,Scharendijke,2021/11/05,2021/11/05,5G NR,Schouwen-Duiveland,48314,417477,4322BP,9208005584
"7902053",5G NR,Plasmolen,2021/11/05,2021/11/05,5G NR,Mook en Middelaar,191768,416494,6586AJ,4573911427
"7902054",5G NR,Hank,2021/09/24,2021/09/24,5G NR,Werkendam,122018,416474,4273XE,863478895
"7902055",5G NR,Reek,2020/07/28,2020/07/28,5G NR,Landerd,174596,416453,5375KW,1356729930
"7902056",5G NR,Renesse,2020/05/28,2020/05/28,5G NR,Schouwen-Duiveland,42927,417780,4325GL,6003986337
"7902057",5G NR,Berghem,2020/05/29,2020/05/29,5G NR,Oss,167667,416783,5351PR,2201691114
"7902058",5G NR,Cuijk,2020/05/28,2020/05/28,5G NR,Cuijk,188815,416916,5433KJ,7105940379
"7902059",5G NR,Geffen,2020/06/12,2020/06/12,5G NR,Maasdonk,159828,416846,5386AD,6773972637
"7902060",5G NR,Dordrecht,2021/09/24,2021/09/24,5G NR,Dordrecht,103206,417628,3329KT,7704225195
"7902061",5G NR,Numansdorp,2020/05/14,2020/05/14,5G NR,Cromstrijen,90198,417805,3281NB,4570541499
"7902062",5G NR,Hedel,2021/08/20,2021/08/20,5G NR,Maasdriel,146260,417420,5321TC,3678647853
"7902063",5G NR,Katwijk (NB),2020/08/28,2020/08/28,5G NR,Cuijk,186712,417958,5433NK,9802484985
"7902064",5G NR,Dirksland,2021/02/11,2021/02/11,5G NR,Dirksland,65675,418900,3247BV,3416698177
"7902065",5G NR,Oss,2020/05/28,2020/05/28,5G NR,Oss,162838,418152,5344BS,9765950663
"7902066",5G NR,Hedel,2020/05/28,2020/05/28,5G NR,Maasdriel,146446,418169,5321JE,7745338025
"7902067",5G NR,Oss,2020/05/28,2020/05/28,5G NR,Oss,163690,418192,5344AP,8883287495
"7902068",5G NR,Strijen,2020/09/18,2020/09/18,5G NR,Strijen,97745,418605,3291CN,7843496158
"7902069",5G NR,Grave,2020/07/28,2020/07/28,5G NR,Grave,179024,418401,5361VA,6711608093
"7902070",5G NR,Zuid-Beijerland,2020/05/19,2020/05/19,5G NR,Korendijk,84757,418847,3284XN,912524027
"7902071",5G NR,Ouddorp,2020/09/18,2020/09/18,5G NR,Goedereede,49623,419550,3253MG,3905664526
"7902072",5G NR,Groesbeek,2020/06/12,2020/06/12,5G NR,Groesbeek,193283,418707,6562GL,7055993230
"7902761",5G NR,s-Gravenpolder,2021/03/12,2021/03/12,5G NR,Borsele,50286,385652,4431NK,360827917
"7902762",5G NR,Mierlo,2020/06/26,2020/06/26,5G NR,Geldrop-Mierlo,171834,384682,5731PD,6023998949
"7902763",5G NR,Eindhoven,2020/05/28,2020/05/28,5G NR,Eindhoven,163712,384665,5641AC,7836738190
"7902764",5G NR,Eindhoven,2020/10/15,2020/10/15,5G NR,Eindhoven,156292,384665,5657DX,8925119750
"7902765",5G NR,Deurne,2020/05/28,2020/05/28,5G NR,Deurne,183705,384762,5753RL,8264571852
"7902766",5G NR,Zundert,2020/05/28,2020/05/28,5G NR,Zundert,103041,385052,4884MA,8330223202
"7902767",5G NR,Eindhoven,2020/05/28,2020/05/28,5G NR,Eindhoven,160928,384838,5612EK,7593077174
"7902768",5G NR,Eindhoven,2020/05/28,2020/05/28,5G NR,Eindhoven,155873,384896,5657EM,6742692943
"7902769",5G NR,Deurne,2021/02/25,2021/02/25,5G NR,Deurne,183269,385093,5753AH,4947802098
"7902770",5G NR,Eindhoven,2020/05/28,2020/05/28,5G NR,Eindhoven,161961,385021,5631BM,1730813402
"7902771",5G NR,Hansweert,2020/10/02,2020/10/02,5G NR,Reimerswaal,58914,385976,4417CZ,5586122924
"7902772",5G NR,Eindhoven,2020/05/28,2020/05/28,5G NR,Eindhoven,156726,385080,5657AK,3990087911
"7902773",5G NR,Wouwse Plantage,2020/10/02,2020/10/02,5G NR,Woensdrecht,85262,385566,4635RJ,1122053927
"7902774",5G NR,Ulicoten,2020/09/18,2020/09/18,5G NR,Baarle-Nassau,117849,385260,5113GG,6064287007
"7902775",5G NR,America,2020/05/28,2020/05/28,5G NR,Horst aan de Maas,194601,385302,5966PL,8947601310
"7902776",5G NR,Horst,2020/12/17,2020/12/17,5G NR,Horst aan de Maas,201469,385366,5961JS,8320573874
"7902777",5G NR,Achtmaal,2020/06/12,2020/06/12,5G NR,Zundert,98927,385598,4885KT,1365719493
"7902778",5G NR,Helmond,2020/05/28,2020/05/28,5G NR,Helmond,176287,385414,5705DK,6115036045
"7902779",5G NR,Oost-Souburg,2021/03/12,2021/03/12,5G NR,Vlissingen,30686,386908,4388HH,3462006352
"7902780",5G NR,s-Gravenpolder,2020/05/28,2020/05/28,5G NR,Borsele,52068,386437,4431AR,683117989
"7902781",5G NR,Eindhoven,2020/05/28,2020/05/28,5G NR,Eindhoven,161606,385424,5623MZ,5885437282
"7902782",5G NR,Deurne,2020/05/28,2020/05/28,5G NR,Deurne,182173,385510,5751JJ,8127502781
"7902783",5G NR,Vlissingen,2021/08/20,2021/08/20,5G NR,Vlissingen,29438,386995,4383NE,220819728
"7902784",5G NR,Eindhoven,2020/06/12,2020/06/12,5G NR,Eindhoven,155427,385479,5657EA,51387276
"7902785",5G NR,Nieuwdorp,2021/11/02,2021/11/02,5G NR,Borsele,38911,386875,4455TR,6951842417
"7902786",5G NR,Eindhoven,2020/05/28,2020/05/28,5G NR,Eindhoven,161144,385561,5623CG,105123956
"7902787",5G NR,Nuenen,2020/05/28,2020/05/28,5G NR,Nuenen c.a.,165708,385601,5674AA,3353479628
"7902788",5G NR,Eindhoven,2020/05/28,2020/05/28,5G NR,Eindhoven,160269,385711,5622CW,1713034279
"7902789",5G NR,Eindhoven,2020/08/28,2020/08/28,5G NR,Eindhoven,163017,385732,5631AG,4381160996
"7902790",5G NR,Kruiningen,2020/05/28,2020/05/28,5G NR,Reimerswaal,61366,386681,4416PJ,3835601848
"7902791",5G NR,Nieuwdorp,2020/05/28,2020/05/28,5G NR,Borsele,40235,387120,4455TK,3748930732
"7902792",5G NR,Helmond,2020/10/29,2020/10/29,5G NR,Helmond,175171,385954,5705BX,748348351
"7902793",5G NR,Nuenen,2020/05/28,2020/05/28,5G NR,Nuenen c.a.,167505,385981,5673TC,2048912472
"7902794",5G NR,Helmond,2020/11/02,2020/11/02,5G NR,Helmond,175631,386028,5705CB,6340076795
