FID;Municipality;Application;Antenna height;Coordinates;
antenneregister.fid-5a1e297e_17d0a604c22_-151e;Baarn;GSM 1800;33.3;145975;470670
antenneregister.fid-5a1e297e_17d0a604c22_-151d;Baarn;GSM 900;36;144961.9499;468359.555
antenneregister.fid-5a1e297e_17d0a604c22_-151c;Baarn;GSM 900;45.9;144963.3301;468354.5
antenneregister.fid-5a1e297e_17d0a604c22_-151b;Baarn;GSM 900;20.3;149319;469931
antenneregister.fid-5a1e297e_17d0a604c22_-151a;Baarn;GSM 900;30;147914.3301;469672.5
antenneregister.fid-5a1e297e_17d0a604c22_-1519;Baarn;GSM 900;27.4;144130;465809
antenneregister.fid-5a1e297e_17d0a604c22_-1518;Baarn;GSM 900;21.1;147794.3301;469037.5
antenneregister.fid-5a1e297e_17d0a604c22_-1517;Baarn;GSM 900;27.1;147481.7321;469619
antenneregister.fid-5a1e297e_17d0a604c22_-1516;Baarn;GSM 900;31.3;145975;470658
antenneregister.fid-5a1e297e_17d0a604c22_-1515;Baarn;GSM 900;22.4;145334;468411
antenneregister.fid-5a1e297e_17d0a604c22_-1514;Baarn;GSM 900;14.8;147791.7321;469019
antenneregister.fid-5a1e297e_17d0a604c22_-1513;Baarn;GSM 900;21.1;147795;469085
antenneregister.fid-5a1e297e_17d0a604c22_-1512;Baarn;GSM 900;23.1;148130.3301;470049.5
antenneregister.fid-5a1e297e_17d0a604c22_-1511;Baarn;GSM 900;33.3;145970;470665
antenneregister.fid-5a1e297e_17d0a604c22_-1510;Baarn;GSM 900;20.6;143920.3301;470547.5
antenneregister.fid-5a1e297e_17d0a604c22_-150f;Baarn;GSM 900;44;144962.1694;468355.4952
antenneregister.fid-5a1e297e_17d0a604c22_-150e;Baarn;GSM 900;15;148936;469089
antenneregister.fid-5a1e297e_17d0a604c22_-150d;Baarn;GSM 900;29.5;147469;469630
antenneregister.fid-5a1e297e_17d0a604c22_-150c;Baarn;GSM 900;35;143885;470545
antenneregister.fid-5a1e297e_17d0a604c22_-150b;Baarn;GSM 900;19.8;149147;468764
antenneregister.fid-5a1e297e_17d0a604c22_-150a;Baarn;GSM 900;18;147324.7321;468449
antenneregister.fid-5a1e297e_17d0a604c22_-1509;Baarn;GSM 900;25.1;145976.7321;470658
antenneregister.fid-5a1e297e_17d0a604c22_-1508;Baarn;GSM 900;22.4;149148.7321;468773
antenneregister.fid-5a1e297e_17d0a604c22_-1507;Baarn;GSM 900;26;143890.3301;470549.5
antenneregister.fid-5a1e297e_17d0a604c22_-1506;Baarn;GSM 900;33.2;145885.3301;469140.5
antenneregister.fid-5a1e297e_17d0a604c22_-1505;Baarn;GSM 900;30.4;144208;465860
antenneregister.fid-5a1e297e_17d0a604c22_-1504;Baarn;LTE;30;147905.6699;469672.5
antenneregister.fid-5a1e297e_17d0a604c22_-1503;Baarn;LTE;33.3;145968;470670
antenneregister.fid-5a1e297e_17d0a604c22_-1502;Baarn;LTE;20.6;143911.6699;470547.5
antenneregister.fid-5a1e297e_17d0a604c22_-1501;Baarn;LTE;21.8;147785.6699;469037.5
antenneregister.fid-5a1e297e_17d0a604c22_-1500;Baarn;LTE;27.1;147478.2679;469619
antenneregister.fid-5a1e297e_17d0a604c22_-14ff;Baarn;LTE;23.1;148124.2679;470051
antenneregister.fid-5a1e297e_17d0a604c22_-14fe;Baarn;LTE;36;144959.1322;468358.1981
antenneregister.fid-5a1e297e_17d0a604c22_-14fd;Baarn;LTE;15.3;148934;469091
antenneregister.fid-5a1e297e_17d0a604c22_-14fc;Baarn;LTE;26.4;143881.6699;470549.5
antenneregister.fid-5a1e297e_17d0a604c22_-14fb;Baarn;LTE;34.9;145879.2679;469142
antenneregister.fid-5a1e297e_17d0a604c22_-14fa;Baarn;LTE;45.9;144954.6699;468354.5
antenneregister.fid-5a1e297e_17d0a604c22_-14f9;Baarn;LTE;29.5;147467;469632
antenneregister.fid-5a1e297e_17d0a604c22_-14f8;Baarn;LTE;25.1;145973.2679;470658
antenneregister.fid-5a1e297e_17d0a604c22_-14f7;Baarn;LTE;22.4;149145.2679;468773
antenneregister.fid-5a1e297e_17d0a604c22_-14f6;Baarn;LTE;18;147321.2679;468449
antenneregister.fid-5a1e297e_17d0a604c22_-14f5;Baarn;LTE;44.4;144955.1254;468358.8874
antenneregister.fid-5a1e297e_17d0a604c22_-14f4;Baarn;LTE;22.9;149144;468763
antenneregister.fid-5a1e297e_17d0a604c22_-14f3;Baarn;LTE;31.3;145970;470660
antenneregister.fid-5a1e297e_17d0a604c22_-14f2;Baarn;LTE;35;143880;470550
antenneregister.fid-5a1e297e_17d0a604c22_-14f1;Baarn;LTE;14.8;147785.6699;469017.5
antenneregister.fid-5a1e297e_17d0a604c22_-14f0;Baarn;UMTS;36.2;145881;469148
antenneregister.fid-5a1e297e_17d0a604c22_-14ef;Baarn;UMTS;38.5;143885;470555
antenneregister.fid-5a1e297e_17d0a604c22_-14ee;Baarn;UMTS;22.4;149147;468779
antenneregister.fid-5a1e297e_17d0a604c22_-14ed;Baarn;UMTS;37.5;144958.4363;468361.247
antenneregister.fid-5a1e297e_17d0a604c22_-14ec;Baarn;UMTS;15.3;148936;469093
antenneregister.fid-5a1e297e_17d0a604c22_-14eb;Baarn;UMTS;27.2;147435;469639
antenneregister.fid-5a1e297e_17d0a604c22_-14ea;Baarn;UMTS;18;147323;468455
antenneregister.fid-5a1e297e_17d0a604c22_-14e9;Baarn;UMTS;29.5;147469;469637
antenneregister.fid-5a1e297e_17d0a604c22_-14e8;Baarn;UMTS;20.6;143916;470552
antenneregister.fid-5a1e297e_17d0a604c22_-14e7;Baarn;UMTS;46.5;144959;468362
antenneregister.fid-5a1e297e_17d0a604c22_-14e6;Baarn;UMTS;21.8;147790;469042
antenneregister.fid-5a1e297e_17d0a604c22_-14e5;Baarn;UMTS;30;147910;469677
antenneregister.fid-5a1e297e_17d0a604c22_-14e4;Baarn;UMTS;31.3;145975;470662
antenneregister.fid-5a1e297e_17d0a604c22_-14e3;Baarn;UMTS;24.6;143886;470557
antenneregister.fid-5a1e297e_17d0a604c22_-14e2;Baarn;UMTS;19.8;149147;468768
antenneregister.fid-5a1e297e_17d0a604c22_-14e1;Baarn;UMTS;18.4;149318;469934
antenneregister.fid-5a1e297e_17d0a604c22_-14e0;Baarn;UMTS;27.1;147480;469625
antenneregister.fid-5a1e297e_17d0a604c22_-14df;Baarn;UMTS;25.1;145975;470661
antenneregister.fid-5a1e297e_17d0a604c22_-14de;Baarn;UMTS;36.9;145970;470672
antenneregister.fid-5a1e297e_17d0a604c22_-14dd;Baarn;UMTS;21;149319;469938
antenneregister.fid-5a1e297e_17d0a604c22_-14dc;Baarn;UMTS;14.8;147790;469022
antenneregister.fid-5a1e297e_17d0a604c22_-14db;Baarn;UMTS;32.3;145850;469151
antenneregister.fid-5a1e297e_17d0a604c22_-14da;Baarn;UMTS;44.4;144960;468365
antenneregister.fid-5a1e297e_17d0a604c22_-14d9;Baarn;UMTS;22.9;149144;468770
antenneregister.fid-5a1e297e_17d0a604c22_-14d8;Baarn;UMTS;27.4;144130;465819
antenneregister.fid-5a1e297e_17d0a604c22_-14d7;Baarn;UMTS;23.1;148126;470054
antenneregister.fid-5a1e297e_17d0a604c22_-14d6;Baarn;UMTS;22.6;147795;469092
antenneregister.fid-5a1e297e_17d0a604c22_-14d5;Baarn;UMTS;30.4;144208;465867
antenneregister.fid-5a1e297e_17d0a604c22_-14d4;Barendrecht;GSM 1800;23.8;93999;429659
antenneregister.fid-5a1e297e_17d0a604c22_-14d3;Barendrecht;GSM 1800;46;94790;430925
antenneregister.fid-5a1e297e_17d0a604c22_-14d2;Barendrecht;GSM 1800;13.4;97295;429579
antenneregister.fid-5a1e297e_17d0a604c22_-14d1;Barendrecht;GSM 1800;34.9;97203.90916;429444.1174
antenneregister.fid-5a1e297e_17d0a604c22_-14d0;Barendrecht;GSM 1800;25.7;94004;429660
antenneregister.fid-5a1e297e_17d0a604c22_-14cf;Barendrecht;GSM 1800;26.3;92576;430985
antenneregister.fid-5a1e297e_17d0a604c22_-14ce;Barendrecht;GSM 1800;25.2;92574;430986
antenneregister.fid-5a1e297e_17d0a604c22_-14cd;Barendrecht;GSM 1800;15.2;95456.73205;429927
antenneregister.fid-5a1e297e_17d0a604c22_-14cc;Barendrecht;GSM 1800;30.4;95883;427592
antenneregister.fid-5a1e297e_17d0a604c22_-14cb;Barendrecht;GSM 1800;20;97505;430900
antenneregister.fid-5a1e297e_17d0a604c22_-14ca;Barendrecht;GSM 1800;17.1;97418;430934
antenneregister.fid-5a1e297e_17d0a604c22_-14c9;Barendrecht;GSM 1800;29.8;94956;429826
antenneregister.fid-5a1e297e_17d0a604c22_-14c8;Barendrecht;GSM 1800;40.8;94774.33013;430941.5
antenneregister.fid-5a1e297e_17d0a604c22_-14c7;Barendrecht;GSM 1800;18;96531;429940
antenneregister.fid-5a1e297e_17d0a604c22_-14c6;Barendrecht;GSM 900;31;97204.87464;429439.8874
antenneregister.fid-5a1e297e_17d0a604c22_-14c5;Barendrecht;GSM 900;33.1;94781.73205;430918
antenneregister.fid-5a1e297e_17d0a604c22_-14c4;Barendrecht;GSM 900;25.8;94002;429658
antenneregister.fid-5a1e297e_17d0a604c22_-14c3;Barendrecht;GSM 900;24.1;96204.33013;430297.5
antenneregister.fid-5a1e297e_17d0a604c22_-14c2;Barendrecht;GSM 900;18;94804.33013;428297.5
antenneregister.fid-5a1e297e_17d0a604c22_-14c1;Barendrecht;GSM 900;20;97500;430898
antenneregister.fid-5a1e297e_17d0a604c22_-14c0;Barendrecht;GSM 900;42.5;94788;430923
antenneregister.fid-5a1e297e_17d0a604c22_-14bf;Barendrecht;GSM 900;17.7;96529;429938
antenneregister.fid-5a1e297e_17d0a604c22_-14be;Barendrecht;GSM 900;40.8;94768.26795;430943
antenneregister.fid-5a1e297e_17d0a604c22_-14bd;Barendrecht;GSM 900;16.5;97416;430929
antenneregister.fid-5a1e297e_17d0a604c22_-14bc;Barendrecht;GSM 900;30.4;95881;427587
antenneregister.fid-5a1e297e_17d0a604c22_-14bb;Barendrecht;GSM 900;26.8;97781;429627
antenneregister.fid-5a1e297e_17d0a604c22_-14ba;Barendrecht;GSM 900;18.4;97350;431550
antenneregister.fid-5a1e297e_17d0a604c22_-14b9;Barendrecht;GSM 900;18.6;97447.73205;430242
antenneregister.fid-5a1e297e_17d0a604c22_-14b8;Barendrecht;GSM 900;34.9;97200.86777;429439.1981
antenneregister.fid-5a1e297e_17d0a604c22_-14b7;Barendrecht;GSM 900;14.3;96904;429973
antenneregister.fid-5a1e297e_17d0a604c22_-14b6;Barendrecht;GSM 900;13.5;97290;429577
antenneregister.fid-5a1e297e_17d0a604c22_-14b5;Barendrecht;GSM 900;26.8;94331;429142
antenneregister.fid-5a1e297e_17d0a604c22_-14b4;Barendrecht;GSM 900;18.7;97459.33013;430272.5
antenneregister.fid-5a1e297e_17d0a604c22_-14b3;Barendrecht;GSM 900;26.3;92571;430980
antenneregister.fid-5a1e297e_17d0a604c22_-14b2;Barendrecht;GSM 900;29.8;94954;429821
antenneregister.fid-5a1e297e_17d0a604c22_-14b1;Barendrecht;GSM 900;23;97420;427375
antenneregister.fid-5a1e297e_17d0a604c22_-14b0;Barendrecht;GSM 900;23.5;95880;427600
antenneregister.fid-5a1e297e_17d0a604c22_-14af;Barendrecht;GSM 900;26.5;94962.33013;429818.5
antenneregister.fid-5a1e297e_17d0a604c22_-14ae;Barendrecht;GSM 900;33.5;95550;431073
antenneregister.fid-5a1e297e_17d0a604c22_-14ad;Barendrecht;LTE;25.2;92572;430984
antenneregister.fid-5a1e297e_17d0a604c22_-14ac;Barendrecht;LTE;25.5;96358;430829
antenneregister.fid-5a1e297e_17d0a604c22_-14ab;Barendrecht;LTE;17.1;97414;430934
antenneregister.fid-5a1e297e_17d0a604c22_-14aa;Barendrecht;LTE;34.9;97199.13223;429439.1981
antenneregister.fid-5a1e297e_17d0a604c22_-14a9;Barendrecht;LTE;26.5;94956.26795;429820
antenneregister.fid-5a1e297e_17d0a604c22_-14a8;Barendrecht;LTE;24.2;94886;429263
antenneregister.fid-5a1e297e_17d0a604c22_-14a7;Barendrecht;LTE;15.2;95453.26795;429927
antenneregister.fid-5a1e297e_17d0a604c22_-14a6;Barendrecht;LTE;18;96527;429940
antenneregister.fid-5a1e297e_17d0a604c22_-14a5;Barendrecht;LTE;18.7;97453.26795;430274
antenneregister.fid-5a1e297e_17d0a604c22_-14a4;Barendrecht;LTE;30.4;95876;427592
antenneregister.fid-5a1e297e_17d0a604c22_-14a3;Barendrecht;LTE;18;94798.26795;428299
antenneregister.fid-5a1e297e_17d0a604c22_-14a2;Barendrecht;LTE;21.5;97446;430292
antenneregister.fid-5a1e297e_17d0a604c22_-14a1;Barendrecht;LTE;13.5;97960;429775
antenneregister.fid-5a1e297e_17d0a604c22_-14a0;Barendrecht;LTE;36.6;94775.66987;430916.5
antenneregister.fid-5a1e297e_17d0a604c22_-149f;Barendrecht;LTE;24.1;96195.66987;430297.5
antenneregister.fid-5a1e297e_17d0a604c22_-149e;Barendrecht;LTE;29.8;94949;429826
antenneregister.fid-5a1e297e_17d0a604c22_-149d;Barendrecht;LTE;26.3;92566;430985
antenneregister.fid-5a1e297e_17d0a604c22_-149c;Barendrecht;LTE;20.3;97444.26795;430242
antenneregister.fid-5a1e297e_17d0a604c22_-149b;Barendrecht;LTE;20;97498;430900
antenneregister.fid-5a1e297e_17d0a604c22_-149a;Barendrecht;LTE;31.6;97198.05014;429440.555
antenneregister.fid-5a1e297e_17d0a604c22_-1499;Barendrecht;LTE;29.3;95136;430508
antenneregister.fid-5a1e297e_17d0a604c22_-1498;Barendrecht;LTE;25.7;94000;429660
antenneregister.fid-5a1e297e_17d0a604c22_-1497;Barendrecht;LTE;13.4;97288;429579
antenneregister.fid-5a1e297e_17d0a604c22_-1496;Barendrecht;LTE;40.8;94770;430946
antenneregister.fid-5a1e297e_17d0a604c22_-1495;Barendrecht;LTE;42.5;94783;430925
antenneregister.fid-5a1e297e_17d0a604c22_-1494;Barendrecht;LTE;22.5;92570;430986
antenneregister.fid-5a1e297e_17d0a604c22_-1493;Barendrecht;LTE;26;96357;430835
antenneregister.fid-5a1e297e_17d0a604c22_-1492;Barendrecht;UMTS;34.3;92572;430991
antenneregister.fid-5a1e297e_17d0a604c22_-1491;Barendrecht;UMTS;30.6;97211;431228
antenneregister.fid-5a1e297e_17d0a604c22_-1490;Barendrecht;UMTS;21.8;92567;430988
antenneregister.fid-5a1e297e_17d0a604c22_-148f;Barendrecht;UMTS;35;95550;431080
antenneregister.fid-5a1e297e_17d0a604c22_-148e;Barendrecht;UMTS;21.5;97446;430299
antenneregister.fid-5a1e297e_17d0a604c22_-148d;Barendrecht;UMTS;15.6;96904;429983
antenneregister.fid-5a1e297e_17d0a604c22_-148c;Barendrecht;UMTS;25.8;94002;429662
antenneregister.fid-5a1e297e_17d0a604c22_-148b;Barendrecht;UMTS;20.5;97500;430905
antenneregister.fid-5a1e297e_17d0a604c22_-148a;Barendrecht;UMTS;25.6;96358;430833
antenneregister.fid-5a1e297e_17d0a604c22_-1489;Barendrecht;UMTS;18.7;97455;430277
antenneregister.fid-5a1e297e_17d0a604c22_-1488;Barendrecht;UMTS;17.1;97416;430939
antenneregister.fid-5a1e297e_17d0a604c22_-1487;Barendrecht;UMTS;31.6;97198.43634;429442.247
antenneregister.fid-5a1e297e_17d0a604c22_-1486;Barendrecht;UMTS;24.2;94886;429267
antenneregister.fid-5a1e297e_17d0a604c22_-1485;Barendrecht;UMTS;24.1;96200;430302
antenneregister.fid-5a1e297e_17d0a604c22_-1484;Barendrecht;UMTS;29.8;94954;429828
antenneregister.fid-5a1e297e_17d0a604c22_-1483;Barendrecht;UMTS;23.8;93999;429666
antenneregister.fid-5a1e297e_17d0a604c22_-1482;Barendrecht;UMTS;25.2;97781;429631
antenneregister.fid-5a1e297e_17d0a604c22_-1481;Barendrecht;UMTS;27.2;97420;427382
antenneregister.fid-5a1e297e_17d0a604c22_-1480;Barendrecht;UMTS;30.4;95881;427594
antenneregister.fid-5a1e297e_17d0a604c22_-147f;Barendrecht;UMTS;36.2;97200;429443
antenneregister.fid-5a1e297e_17d0a604c22_-147e;Barendrecht;UMTS;29.3;95136;430515
antenneregister.fid-5a1e297e_17d0a604c22_-147d;Barendrecht;UMTS;18;96529;429942
antenneregister.fid-5a1e297e_17d0a604c22_-147c;Barendrecht;UMTS;48;94788;430930
antenneregister.fid-5a1e297e_17d0a604c22_-147b;Barendrecht;UMTS;26.5;94958;429826
antenneregister.fid-5a1e297e_17d0a604c22_-147a;Barendrecht;UMTS;20.9;97185;431510
antenneregister.fid-5a1e297e_17d0a604c22_-1479;Barendrecht;UMTS;13.5;95455;429930
antenneregister.fid-5a1e297e_17d0a604c22_-1478;Barendrecht;UMTS;13.5;97290;429581
antenneregister.fid-5a1e297e_17d0a604c22_-1477;Barendrecht;UMTS;13.5;97960;429779
antenneregister.fid-5a1e297e_17d0a604c22_-1476;Barendrecht;UMTS;19.2;97446;430248
antenneregister.fid-5a1e297e_17d0a604c22_-1475;Barendrecht;UMTS;31.2;92571;430990
antenneregister.fid-5a1e297e_17d0a604c22_-1474;Barendrecht;UMTS;36.6;94780;430921
antenneregister.fid-5a1e297e_17d0a604c22_-1473;Barendrecht;UMTS;18;94800;428302
antenneregister.fid-5a1e297e_17d0a604c22_-1472;Barneveld;GSM 1800;46;168955.7321;461303
antenneregister.fid-5a1e297e_17d0a604c22_-1471;Barneveld;GSM 1800;18.6;168853;462175
antenneregister.fid-5a1e297e_17d0a604c22_-1470;Barneveld;GSM 1800;31.7;167195;459330
antenneregister.fid-5a1e297e_17d0a604c22_-146f;Barneveld;GSM 1800;23;168635;461440
antenneregister.fid-5a1e297e_17d0a604c22_-146e;Barneveld;GSM 1800;26.6;168626.3301;461453.5
antenneregister.fid-5a1e297e_17d0a604c22_-146d;Barneveld;GSM 1800;26.9;168827;464170
antenneregister.fid-5a1e297e_17d0a604c22_-146c;Barneveld;GSM 1800;33.8;170429.7321;464383
antenneregister.fid-5a1e297e_17d0a604c22_-146b;Barneveld;GSM 1800;32.5;170265;464097
antenneregister.fid-5a1e297e_17d0a604c22_-146a;Barneveld;GSM 1800;18.1;169384.3301;461002.5
antenneregister.fid-5a1e297e_17d0a604c22_-1469;Barneveld;GSM 1800;22.2;168814;464415
antenneregister.fid-5a1e297e_17d0a604c22_-1468;Barneveld;GSM 1800;28.3;164653;459088
antenneregister.fid-5a1e297e_17d0a604c22_-1467;Barneveld;GSM 1800;32.5;176785.7321;469397
antenneregister.fid-5a1e297e_17d0a604c22_-1466;Barneveld;GSM 1800;22.8;177929;470869
antenneregister.fid-5a1e297e_17d0a604c22_-1465;Barneveld;GSM 1800;40;165255;463880
antenneregister.fid-5a1e297e_17d0a604c22_-1464;Barneveld;GSM 1800;30.1;163277.7321;464268
antenneregister.fid-5a1e297e_17d0a604c22_-1463;Barneveld;GSM 900;34.5;170260;464092
antenneregister.fid-5a1e297e_17d0a604c22_-1462;Barneveld;GSM 900;35;168300.7321;464136
antenneregister.fid-5a1e297e_17d0a604c22_-1461;Barneveld;GSM 900;31.7;167190;459328
antenneregister.fid-5a1e297e_17d0a604c22_-1460;Barneveld;GSM 900;33.8;170426.2679;464383
antenneregister.fid-5a1e297e_17d0a604c22_-145f;Barneveld;GSM 900;26.4;168617.6699;461453.5
antenneregister.fid-5a1e297e_17d0a604c22_-145e;Barneveld;GSM 900;18.1;169378.2679;461004
antenneregister.fid-5a1e297e_17d0a604c22_-145d;Barneveld;GSM 900;18.9;168853;462182
antenneregister.fid-5a1e297e_17d0a604c22_-145c;Barneveld;GSM 900;34.9;167430.7321;460260
antenneregister.fid-5a1e297e_17d0a604c22_-145b;Barneveld;GSM 900;44.8;168952.2679;461303
antenneregister.fid-5a1e297e_17d0a604c22_-145a;Barneveld;GSM 900;30;171725;460348
antenneregister.fid-5a1e297e_17d0a604c22_-1459;Barneveld;GSM 900;23;168630;461438
antenneregister.fid-5a1e297e_17d0a604c22_-1458;Barneveld;GSM 900;25.6;168825;464168
antenneregister.fid-5a1e297e_17d0a604c22_-1457;Barneveld;GSM 900;35.1;176782.2679;469397
antenneregister.fid-5a1e297e_17d0a604c22_-1456;Barneveld;GSM 900;25;177940;470870
antenneregister.fid-5a1e297e_17d0a604c22_-1455;Barneveld;GSM 900;12;176500;470245
antenneregister.fid-5a1e297e_17d0a604c22_-1454;Barneveld;GSM 900;18.1;176303;472433
antenneregister.fid-5a1e297e_17d0a604c22_-1453;Barneveld;GSM 900;22.4;176298;472425
antenneregister.fid-5a1e297e_17d0a604c22_-1452;Barneveld;GSM 900;21.2;176742;472129
antenneregister.fid-5a1e297e_17d0a604c22_-1451;Barneveld;GSM 900;23.5;180939;466625
antenneregister.fid-5a1e297e_17d0a604c22_-1450;Barneveld;GSM 900;28.3;180924;466622
antenneregister.fid-5a1e297e_17d0a604c22_-144f;Barneveld;GSM 900;26;173922;462915
antenneregister.fid-5a1e297e_17d0a604c22_-144e;Barneveld;GSM 900;31.4;173926.7321;462934
antenneregister.fid-5a1e297e_17d0a604c22_-144d;Barneveld;GSM 900;34.9;173909.7321;462900
antenneregister.fid-5a1e297e_17d0a604c22_-144c;Barneveld;GSM 900;24;174254.3301;466247.5
antenneregister.fid-5a1e297e_17d0a604c22_-144b;Barneveld;GSM 900;16.2;175920;466695
antenneregister.fid-5a1e297e_17d0a604c22_-144a;Barneveld;GSM 900;41.9;173200;465798
antenneregister.fid-5a1e297e_17d0a604c22_-1449;Barneveld;GSM 900;35.6;176183.7321;467186
antenneregister.fid-5a1e297e_17d0a604c22_-1448;Barneveld;GSM 900;28.6;174225;466215
antenneregister.fid-5a1e297e_17d0a604c22_-1447;Barneveld;GSM 900;35.5;179087.3301;467363.5
antenneregister.fid-5a1e297e_17d0a604c22_-1446;Barneveld;GSM 900;29;166021;464223
antenneregister.fid-5a1e297e_17d0a604c22_-1445;Barneveld;GSM 900;29.6;163300;464248
antenneregister.fid-5a1e297e_17d0a604c22_-1444;Barneveld;GSM 900;32.1;163280.3301;464268.5
antenneregister.fid-5a1e297e_17d0a604c22_-1443;Barneveld;GSM 900;40;165250;463878
antenneregister.fid-5a1e297e_17d0a604c22_-1442;Barneveld;GSM 900;34.8;172580;467420
antenneregister.fid-5a1e297e_17d0a604c22_-1441;Barneveld;GSM 900;30.4;170424.7321;466372
antenneregister.fid-5a1e297e_17d0a604c22_-1440;Barneveld;GSM 900;27;173075;467560
antenneregister.fid-5a1e297e_17d0a604c22_-143f;Barneveld;GSM 900;26.4;170420;466358
antenneregister.fid-5a1e297e_17d0a604c22_-143e;Barneveld;GSM 900;26.6;170417;466352
antenneregister.fid-5a1e297e_17d0a604c22_-143d;Barneveld;GSM 900;25.6;172461.3301;467350.5
antenneregister.fid-5a1e297e_17d0a604c22_-143c;Barneveld;GSM 900;15.7;162634.3301;466047.5
antenneregister.fid-5a1e297e_17d0a604c22_-143b;Barneveld;LTE;35;168294.6699;464134.5
antenneregister.fid-5a1e297e_17d0a604c22_-143a;Barneveld;LTE;26.9;168823;464170
antenneregister.fid-5a1e297e_17d0a604c22_-1439;Barneveld;LTE;30;171725;460352
antenneregister.fid-5a1e297e_17d0a604c22_-1438;Barneveld;LTE;34.5;170258;464097
antenneregister.fid-5a1e297e_17d0a604c22_-1437;Barneveld;LTE;31.7;167185;459330
antenneregister.fid-5a1e297e_17d0a604c22_-1436;Barneveld;LTE;34.9;167427.2679;460260
antenneregister.fid-5a1e297e_17d0a604c22_-1435;Barneveld;LTE;23;168628;461440
antenneregister.fid-5a1e297e_17d0a604c22_-1434;Barneveld;LTE;31.4;173920.6699;462932.5
antenneregister.fid-5a1e297e_17d0a604c22_-1433;Barneveld;LTE;34.9;173903.6699;462898.5
antenneregister.fid-5a1e297e_17d0a604c22_-1432;Barneveld;LTE;35.5;179078.6699;467363.5
antenneregister.fid-5a1e297e_17d0a604c22_-1431;Barneveld;LTE;24;174245.6699;466247.5
antenneregister.fid-5a1e297e_17d0a604c22_-1430;Barneveld;LTE;35.6;176177.6699;467184.5
antenneregister.fid-5a1e297e_17d0a604c22_-142f;Barneveld;LTE;32.1;163271.6699;464268.5
antenneregister.fid-5a1e297e_17d0a604c22_-142e;Barneveld;LTE;30.1;163271.6699;464266.5
antenneregister.fid-5a1e297e_17d0a604c22_-142d;Barneveld;LTE;40;165248;463880
antenneregister.fid-5a1e297e_17d0a604c22_-142c;Barneveld;LTE;25.6;172452.6699;467350.5
antenneregister.fid-5a1e297e_17d0a604c22_-142b;Barneveld;LTE;30.4;170418.6699;466370.5
antenneregister.fid-5a1e297e_17d0a604c22_-142a;Barneveld;LTE;15.7;162625.6699;466047.5
antenneregister.fid-5a1e297e_17d0a604c22_-1429;Barneveld;LTE;33;176807;463315
antenneregister.fid-5a1e297e_17d0a604c22_-1428;Barneveld;LTE;22;181270;466757
antenneregister.fid-5a1e297e_17d0a604c22_-1427;Barneveld;LTE;23;174249;466316
antenneregister.fid-5a1e297e_17d0a604c22_-1426;Barneveld;LTE;29;172862;467576
antenneregister.fid-5a1e297e_17d0a604c22_-1425;Barneveld;LTE;22.4;164653;459092
antenneregister.fid-5a1e297e_17d0a604c22_-1424;Barneveld;LTE;35;177741;470887
antenneregister.fid-5a1e297e_17d0a604c22_-1423;Barneveld;LTE;29;173920;462860
antenneregister.fid-5a1e297e_17d0a604c22_-1422;Barneveld;UMTS;31.9;167190;459335
antenneregister.fid-5a1e297e_17d0a604c22_-1421;Barneveld;UMTS;38.5;167249;461948
antenneregister.fid-5a1e297e_17d0a604c22_-1420;Barneveld;UMTS;26.6;168622;461458
antenneregister.fid-5a1e297e_17d0a604c22_-141f;Barneveld;UMTS;24.5;164650;459094
antenneregister.fid-5a1e297e_17d0a604c22_-141e;Barneveld;UMTS;27.6;168526;461877
antenneregister.fid-5a1e297e_17d0a604c22_-141d;Barneveld;UMTS;36.8;168993;461327
antenneregister.fid-5a1e297e_17d0a604c22_-141c;Barneveld;UMTS;20.6;168802;462139
antenneregister.fid-5a1e297e_17d0a604c22_-141b;Barneveld;UMTS;23;168630;461445
antenneregister.fid-5a1e297e_17d0a604c22_-141a;Barneveld;UMTS;31.4;167432;460262
antenneregister.fid-5a1e297e_17d0a604c22_-1419;Barneveld;UMTS;36.2;167309;461915
antenneregister.fid-5a1e297e_17d0a604c22_-1418;Barneveld;UMTS;22.6;170427;464385
antenneregister.fid-5a1e297e_17d0a604c22_-1417;Barneveld;UMTS;34.5;170260;464102
antenneregister.fid-5a1e297e_17d0a604c22_-1416;Barneveld;UMTS;33.4;168299;464145
antenneregister.fid-5a1e297e_17d0a604c22_-1415;Barneveld;UMTS;22.2;168814;464422
antenneregister.fid-5a1e297e_17d0a604c22_-1414;Barneveld;UMTS;14;169676;460956
antenneregister.fid-5a1e297e_17d0a604c22_-1413;Barneveld;UMTS;33.8;170428;464386
antenneregister.fid-5a1e297e_17d0a604c22_-1412;Barneveld;UMTS;3;167280;462502
